Timestamp,Q1,Q2,Q3,Q4,Q5,Q6,Avg_EAR,Std_EAR,Avg_MAR,Std_MAR,Positive_Percent,Neutral_Percent,Negative_Percent,Sentiment_Pos,Sentiment_Neu,Sentiment_Neg,Sentiment_Comp,Mean_Pitch,Std_Pitch,,,,,,,,,,,,,,,,,,,,
2025-08-26 19:39:18,Always,Always,Sometimes,Often,Often,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.2716437819,0.04496637209,0.1018397701,0.02323378734,50,0,50,0.487,0.263,0.25,0.5584,N/A,N/A,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-26 19:43:01,Always,Often,Sometimes,Rarely,Sometimes,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.2367850381,0.02139448405,0.04710403364,0.007881816167,25,0,75,0.149,0.67,0.18,-0.1531,N/A,N/A,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-26 22:41:10,Often,Sometimes,Rarely,Never,Rarely,"I am definitely burning out and have one or more symptoms of burnout, such as physical and emotional exhaustion",0.2508684991,0.03038241494,0.04048387783,0.01590938813,0,80,20,0,0.628,0.372,-0.836,N/A,N/A,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0
2025-08-27 00:15:15,Often,Rarely,Rarely,Sometimes,Rarely,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.2820734906,0.04995680948,0.0542643364,0.06063193232,0,64.28571429,35.71428571,0,0.667,0.333,-0.3612,N/A,N/A,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,9,0
2025-08-27 00:16:42,Sometimes,Often,Rarely,Often,Rarely,The symptoms of burnout that I’m experiencing won’t go away. I think about frustration at work a lot,0.1978124944,0.05602445961,0.06608604118,0.0768330617,0,25,75,0.189,0.699,0.112,0.3664,N/A,N/A,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0
2025-08-28 17:42:41,Sometimes,Sometimes,Never,Often,Always,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.3380337937,0.03151343959,0.02512042583,0.02726473973,0,80,20,0,0.711,0.289,-0.6478,N/A,N/A,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0
2025-08-28 18:57:32,Always,Rarely,Always,Always,Often,I enjoy my work. I have no symptoms of burnout,0.2708750053,0.04404830864,0.03018668379,0.01740952476,20,40,40,0.363,0.637,0,0.8824,N/A,N/A,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0
2025-08-28 19:01:14,Always,Sometimes,Always,Often,Always,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.2571630541,0.05048710259,0.07848653042,0.05068646569,75,25,0,0.35,0.65,0,0.8832,N/A,N/A,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025-08-28 21:44:48,Often,Often,Always,Always,Always,I enjoy my work. I have no symptoms of burnout,0.3132662469,0.03900533838,0.04413389033,0.02482682218,60,20,20,0.204,0.796,0,0.6249,N/A,N/A,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2025-08-28 21:49:40,Always,Always,Always,Never,Never,"I am definitely burning out and have one or more symptoms of burnout, such as physical and emotional exhaustion",0.308470204,0.01785590626,0.03533436783,0.02387973789,20,40,40,0.104,0.896,0,0.296,N/A,N/A,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0
2025-08-29 15:27:21,Sometimes,Rarely,Never,Always,Always,I enjoy my work. I have no symptoms of burnout,0.2666069156,0.02607763582,0.03913809247,0.0248573578,0,66.66666667,33.33333333,0,0.916,0.084,-0.0951,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
2025-08-29 15:27:32,Sometimes,Rarely,Never,Always,Always,I enjoy my work. I have no symptoms of burnout,0.2666069156,0.02607763582,0.03913809247,0.0248573578,0,66.66666667,33.33333333,0,0.916,0.084,-0.0951,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
2025-08-29 15:31:10,Sometimes,Sometimes,Rarely,Always,Always,I enjoy my work. I have no symptoms of burnout,0.2685069381,0.01731048165,0.01225467489,0.005489377787,0,40,60,0.379,0.621,0,0.6697,N/A,N/A,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0
2025-08-29 17:17:15,Often,Sometimes,Sometimes,Rarely,Often,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0,0,0,0,0,0,100,0.195,0.805,0,0.5267,N/A,N/A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-29 17:20:39,Rarely,Sometimes,Sometimes,Rarely,Often,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.2265373569,0.013443212,0.02865499259,0.01309262771,0,66.66666667,33.33333333,0,0.605,0.395,-0.7346,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
2025-08-29 17:25:17,Never,Often,Always,Always,Often,I enjoy my work. I have no symptoms of burnout,0.2281798245,0.02813707208,0.02829291691,0.006265303475,0,50,50,0,1,0,0,N/A,N/A,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
2025-08-29 17:24:39,Sometimes,Rarely,Often,Sometimes,Often,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0,0,0,0,100,0,0,0,0.69,0.31,-0.5574,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-29 17:24:47,Sometimes,Rarely,Often,Sometimes,Often,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0,0,0,0,100,0,0,0,0.69,0.31,-0.5574,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-29 17:36:26,Rarely,Never,Sometimes,Often,Often,I enjoy my work. I have no symptoms of burnout,0.2245250841,0.03538610588,0.0286256823,0.02971031154,40,60,0,0.473,0.459,0.069,0.8206,N/A,N/A,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2025-08-29 17:40:32,Often,Rarely,Rarely,Often,Sometimes,I enjoy my work. I have no symptoms of burnout,0.2748682476,0.01680025233,0.0242295493,0.006915979782,0,100,0,0.094,0.906,0,0.1419,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2025-08-29 17:40:38,Often,Rarely,Rarely,Often,Sometimes,I enjoy my work. I have no symptoms of burnout,0.2748682476,0.01680025233,0.0242295493,0.006915979782,0,100,0,0.094,0.906,0,0.1419,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2025-08-29 17:43:49,Rarely,Rarely,Never,Always,Always,I enjoy my work. I have no symptoms of burnout,0.2753605449,0.01294638104,0.01624834052,0.003830522421,0,100,0,0.415,0.585,0,0.8485,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2025-08-29 17:46:58,Rarely,Often,Rarely,Always,Always,I enjoy my work. I have no symptoms of burnout,0.2643930468,0.03958093403,0.01132310522,0.003062945934,50,50,0,0,0.518,0.482,-0.4201,N/A,N/A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025-08-29 17:52:20,Sometimes,Rarely,Never,Often,Often,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.2724744311,0.02275669916,0.03214897281,0.004616456558,100,0,0,0.29,0.71,0,0.6497,N/A,N/A,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-29 19:36:11,Sometimes,Often,Often,Sometimes,Rarely,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.2382202064,0.01839870631,0.03038701274,0.00587992926,0,0,100,0.273,0.727,0,0.7096,N/A,N/A,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
2025-08-29 19:41:03,Rarely,Often,Sometimes,Often,Sometimes,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.2616392877,0.03910624404,0.03046842094,0.02484561049,83.33333333,16.66666667,0,0.448,0,0.552,-0.1779,N/A,N/A,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2025-08-29 20:39:34,Rarely,Sometimes,Often,Often,Sometimes,"I am definitely burning out and have one or more symptoms of burnout, such as physical and emotional exhaustion",0.2408921519,0.03134476244,0.03707316978,0.03990255544,0,33.33333333,66.66666667,0.278,0.722,0,0.743,N/A,N/A,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2025-08-29 20:44:14,Sometimes,Never,Never,Always,Always,I enjoy my work. I have no symptoms of burnout,0.2669756543,0.05221282039,0.01814718351,0.006664754807,20,80,0,0.159,0.697,0.144,0.1171,N/A,N/A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2025-08-29 21:04:33,Sometimes,Often,Sometimes,Always,Sometimes,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.239733776,0.01799127967,0.008044194131,0.003477641896,75,0,25,0,0.752,0.248,-0.6801,N/A,N/A,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-29 21:41:18,Sometimes,Never,Never,Often,Often,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.2682378148,0.01983036313,0.02940051751,0.006274899651,25,0,75,0,0.682,0.318,-0.4201,N/A,N/A,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2025-08-29 21:44:28,Rarely,Never,Never,Often,Always,I enjoy my work. I have no symptoms of burnout,0.2247958062,0.02814469803,0.05352777235,0.01277569391,100,0,0,0,1,0,0,N/A,N/A,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-29 21:50:26,Sometimes,Often,Rarely,Rarely,Often,I enjoy my work. I have no symptoms of burnout,0.2236207479,0.03054826888,0.02076180222,0.01130121351,0,75,25,0.394,0.606,0,0.6369,N/A,N/A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2025-08-29 21:53:32,Always,Always,Never,Often,Sometimes,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.2454442373,0.0215480144,0.02117147839,0.01222529715,0,40,60,0,1,0,0,N/A,N/A,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0
2025-08-29 22:00:52,Often,Sometimes,Rarely,Always,Often,"I am definitely burning out and have one or more symptoms of burnout, such as physical and emotional exhaustion",0.2202846626,0.02495751954,0.04420197314,0.01911299804,0,100,0,0.124,0.565,0.311,-0.5103,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2025-08-29 22:03:21,Often,Often,Sometimes,Sometimes,Rarely,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.2429543328,0.01481525804,0.0531217782,0.02468781391,0,75,25,0,1,0,0,N/A,N/A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
2025-08-29 22:05:51,Often,Sometimes,Often,Never,Never,I enjoy my work. I have no symptoms of burnout,0.2354948086,0.01783050744,0.03431856959,0.02918877267,25,50,25,0.158,0.842,0,0.3089,N/A,N/A,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
2025-08-29 22:17:07,Often,Always,Sometimes,Never,Sometimes,The symptoms of burnout that I’m experiencing won’t go away. I think about frustration at work a lot,0.2860106637,0.04783676662,0.03427624038,0.01999734129,0,100,0,0.355,0.645,0,0.6705,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2025-08-29 22:18:51,Sometimes,Often,Rarely,Often,Sometimes,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.2381229791,0.03249650029,0.06838958744,0.04345536442,100,0,0,0,1,0,0,N/A,N/A,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-29 22:18:58,Sometimes,Often,Rarely,Often,Sometimes,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.2381229791,0.03249650029,0.06838958744,0.04345536442,100,0,0,0.357,0.643,0,0.7269,N/A,N/A,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-30 15:24:34,Often,Sometimes,Sometimes,Sometimes,Rarely,"I am definitely burning out and have one or more symptoms of burnout, such as physical and emotional exhaustion",0.304763225,0.05808953009,0.03977712361,0.01676010158,12.5,62.5,25,0,0.54,0.46,-0.7159,N/A,N/A,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0
2025-08-30 15:27:27,Often,Sometimes,Often,Sometimes,Rarely,The symptoms of burnout that I’m experiencing won’t go away. I think about frustration at work a lot,0.2777208747,0.04241552811,0.02631268369,0.03188110403,10,60,30,0,0.571,0.429,-0.4588,N/A,N/A,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,6,0
2025-08-30 15:35:35,Sometimes,Sometimes,Often,Sometimes,Always,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.2806467691,0.08098284162,0.05289467427,0.04215308635,0,33.33333333,66.66666667,0.224,0.776,0,0.6369,N/A,N/A,0,1,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,3,0
2025-08-30 15:59:32,Rarely,Sometimes,Rarely,Always,Always,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.2705134282,0.02060800292,0.03831888301,0.04219578281,0,25,75,0.137,0.863,0,0.2263,N/A,N/A,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2025-08-30 16:03:38,Sometimes,Often,Sometimes,Often,Rarely,"I am definitely burning out and have one or more symptoms of burnout, such as physical and emotional exhaustion",0.2478047439,0.03502849592,0.03476076831,0.02363112682,25,75,0,0.147,0.725,0.128,-0.3506,N/A,N/A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2025-08-30 16:04:16,Sometimes,Rarely,Never,Sometimes,Often,I enjoy my work. I have no symptoms of burnout,0.246078888,0.04605660342,0.03903781203,0.02214047398,0,80,20,0.159,0.11,0.731,-0.8858,N/A,N/A,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
2025-08-30 16:04:23,Sometimes,Rarely,Never,Sometimes,Often,I enjoy my work. I have no symptoms of burnout,0.246078888,0.04605660342,0.03903781203,0.02214047398,0,80,20,0.159,0.11,0.731,-0.8858,N/A,N/A,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
2025-08-30 16:07:06,Sometimes,Rarely,Rarely,Often,Often,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.2337476032,0.04518715119,0.02265794459,0.007403980492,25,25,50,0.157,0.594,0.248,-0.5574,N/A,N/A,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2025-08-30 16:08:18,Often,Sometimes,Rarely,Always,Always,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.2643865427,0.06229079833,0.0686698153,0.03568525531,33.33333333,55.55555556,11.11111111,0.14,0.726,0.134,0.0243,N/A,N/A,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,5,0
2025-08-30 16:35:26,Rarely,Sometimes,Rarely,Often,Sometimes,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.2703629206,0.01522637116,0.05401675502,0.03389326981,33.33333333,66.66666667,0,0.22,0.645,0.134,0.3818,N/A,N/A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2025-08-30 16:37:01,Sometimes,Often,Sometimes,Sometimes,Rarely,"I am definitely burning out and have one or more symptoms of burnout, such as physical and emotional exhaustion",0.2929430712,0.04547025796,0.0418180933,0.01852048837,0,75,25,0,0.849,0.151,-0.1531,N/A,N/A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2025-08-30 16:38:18,Often,Sometimes,Rarely,Sometimes,Rarely,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.2395489784,0.03711957777,0.04315415411,0.02696750853,0,50,50,0.188,0.665,0.147,-0.0396,N/A,N/A,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0
2025-08-30 16:40:58,Often,Sometimes,Often,Sometimes,Often,"I am definitely burning out and have one or more symptoms of burnout, such as physical and emotional exhaustion",0.2594095885,0.02455543871,0.02689323118,0.008082155541,16.66666667,0,83.33333333,0.195,0.805,0,0.4404,N/A,N/A,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025-08-30 16:42:13,Never,Sometimes,Always,Often,Always,I enjoy my work. I have no symptoms of burnout,0.3114024261,0.01424710708,0.02685926434,0.03315498698,20,20,60,0.254,0.507,0.239,0.0772,N/A,N/A,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0
2025-08-30 16:45:39,Rarely,Often,Sometimes,Rarely,Often,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.2463171158,0.05006424405,0.04691587979,0.03508472455,33.33333333,33.33333333,33.33333333,0.267,0.733,0,0.7906,N/A,N/A,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,0
2025-08-30 16:48:26,Rarely,Often,Always,Often,Always,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.2574922205,0.05905620404,0.03012734779,0.01236713458,0,0,100,0,0.849,0.151,-0.154,N/A,N/A,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2025-08-30 16:48:32,Rarely,Often,Always,Often,Always,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.2574922205,0.05905620404,0.03012734779,0.01236713458,0,0,100,0,0.849,0.151,-0.154,N/A,N/A,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2025-08-30 16:49:40,Sometimes,Often,Rarely,Sometimes,Sometimes,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.2823093311,0.04750547051,0.0354415069,0.04612624132,40,60,0,0.135,0.797,0.068,0.191,N/A,N/A,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2025-08-30 16:51:02,Often,Sometimes,Rarely,Always,Always,I feel completely burned out and often wonder if I can go on. I am at the point where I may need some changes or may need to seek some sort of help,0.2648523203,0.05184287688,0.06300305998,0.01817346874,12.5,75,12.5,0.077,0.719,0.204,-0.5089,N/A,N/A,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0
2025-08-30 16:51:12,Often,Sometimes,Rarely,Always,Always,I feel completely burned out and often wonder if I can go on. I am at the point where I may need some changes or may need to seek some sort of help,0.2648523203,0.05184287688,0.06300305998,0.01817346874,12.5,75,12.5,0.077,0.719,0.204,-0.5089,N/A,N/A,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0
2025-08-30 16:53:07,Sometimes,Rarely,Never,Sometimes,Rarely,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.2649969282,0.01992681586,0.0475202691,0.01711584195,20,80,0,0,0.857,0.143,-0.3612,N/A,N/A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2025-08-30 16:59:34,Often,Rarely,Sometimes,Sometimes,Sometimes,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.2263344917,0.02025644008,0.03522618821,0.02318999333,25,75,0,0.142,0.663,0.196,-0.2263,N/A,N/A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2025-08-30 17:01:33,Sometimes,Often,Rarely,Sometimes,Sometimes,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.3047148574,0.01785781552,0.03050300254,0.007878654071,40,20,40,0,0.782,0.218,-0.6486,N/A,N/A,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2025-08-30 17:01:39,Sometimes,Often,Sometimes,Often,Always,"I am definitely burning out and have one or more symptoms of burnout, such as physical and emotional exhaustion",0.2590027366,0.04991234634,0.03708101837,0.007906766186,16.66666667,66.66666667,16.66666667,0,1,0,0,N/A,N/A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0
2025-08-30 17:01:42,Sometimes,Often,Rarely,Sometimes,Sometimes,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.3047148574,0.01785781552,0.03050300254,0.007878654071,40,20,40,0,0.782,0.218,-0.6486,N/A,N/A,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2025-08-30 17:11:27,Sometimes,Sometimes,Rarely,Always,Often,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.2885060951,0.02214706666,0.04807923871,0.01690844079,30,20,50,0.265,0.553,0.181,0.3314,N/A,N/A,0,0,0,1,0,2,0,0,1,2,0,2,0,0,0,0,0,0,2,0
2025-08-30 17:11:35,Sometimes,Sometimes,Rarely,Always,Often,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.2885060951,0.02214706666,0.04807923871,0.01690844079,30,20,50,0.265,0.553,0.181,0.3314,N/A,N/A,0,0,0,1,0,2,0,0,1,2,0,2,0,0,0,0,0,0,2,0
2025-08-30 17:12:03,Rarely,Always,Never,Often,Never,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.2405400922,0.05793727997,0.04915285558,0.01955992115,16.66666667,66.66666667,16.66666667,0.12,0.88,0,0.128,N/A,N/A,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0
2025-08-30 17:15:41,Sometimes,Never,Sometimes,Always,Always,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.3001363399,0.01926778031,0.04395158075,0.0105823273,30,40,30,0,0.763,0.237,-0.4201,N/A,N/A,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,4,0
2025-08-30 17:15:44,Sometimes,Sometimes,Always,Always,Sometimes,"Occasionally I am under stress, and I don’t always have as much energy as I once did, but I don’t feel burned out",0.2879186854,0.01922976577,0.01571294302,0.01287929412,0,83.33333333,16.66666667,0,1,0,0,N/A,N/A,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0
